Season,Date,Time,Home,Away,HG,AG,Res,Referee,Home_Shots,Away_Shots,Home_Shots_Target,Away_Shots_Target,Home_Corners,Away_Corners,Home_Fouls,Away_Fouls,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards,Home_Prior_Matches,Away_Prior_Matches,Home_Prior_Home_Matches,Away_Prior_Away_Matches,Home_Pts_Last5,Away_Pts_Last5,Home_GS_Last5,Home_GC_Last5,Away_GS_Last5,Away_GC_Last5,Home_GD_Last5,Away_GD_Last5,Home_Home_Pts_Last5,Home_Home_GS_Last5,Home_Home_GC_Last5,Away_Away_Pts_Last5,Away_Away_GS_Last5,Away_Away_GC_Last5,Pts_Diff,GD_Diff,Home_Venue_Pts_Diff,Venue_GD_Diff,Home_Shots_Last5,Away_Shots_Last5,Home_ShotsTarget_Last5,Away_ShotsTarget_Last5,Home_Corners_Last5,Away_Corners_Last5,Home_Fouls_Last5,Away_Fouls_Last5,Home_Yellow_Last5,Away_Yellow_Last5,Home_Red_Last5,Away_Red_Last5,Home_Shots_Against_Last5,Away_Shots_Against_Last5,Home_ShotsTarget_Against_Last5,Away_ShotsTarget_Against_Last5,Home_Corners_Against_Last5,Away_Corners_Against_Last5,Home_Fouls_Against_Last5,Away_Fouls_Against_Last5,Home_Yellow_Against_Last5,Away_Yellow_Against_Last5,Home_Red_Against_Last5,Away_Red_Against_Last5,Home_Home_Shots_Last5,Away_Away_Shots_Last5,Home_Home_ShotsTarget_Last5,Away_Away_ShotsTarget_Last5,Home_Home_Corners_Last5,Away_Away_Corners_Last5,Home_Home_Fouls_Last5,Away_Away_Fouls_Last5,Home_Home_Yellow_Last5,Away_Away_Yellow_Last5,Home_Home_Red_Last5,Away_Away_Red_Last5,Shots_Diff,ShotsTarget_Diff,Corners_Diff,Fouls_Diff,Yellow_Diff,Red_Diff,Home_Elo,Away_Elo,Elo_Diff,H2H_Prior_Matches,H2H_Home_Pts_Last5,H2H_Away_Pts_Last5,H2H_Home_GS_Last5,H2H_Away_GS_Last5,H2H_Pts_Diff,H2H_GD_Diff,Referee_Prior_Matches,Referee_Avg_Goals_Last10,Referee_Avg_Yellows_Last10,Referee_Avg_Reds_Last10,Referee_Home_Win_Rate_Last10
2018/19,2018-08-11,,Bournemouth,Cardiff,2,0,H,K Friend,12,10,4,1,7,4,11,9,1,1,0,0,114,0,57,0,6,0,4,8,0,0,-4,0,7,6,9,0,0,0,6,-4,7,-3,62,0,20,0,40,0,48,0,6,0,0,0,71,0,24,0,30,0,53,0,11,0,0,0,77,0,20,0,37,0,43,0,8,0,0,0,62,20,40,48,6,0,1485.1047270060074,1500.0,-14.895272993992648,0,0,0,0,0,0,0,61,2.3,2.0,0.0,0.5
2018/19,2018-08-11,,Fulham,Crystal Palace,0,2,A,M Dean,15,10,6,9,5,5,9,11,1,2,0,0,0,114,0,57,0,13,0,0,12,3,0,9,0,0,0,8,7,5,-13,-9,-8,-2,0,60,0,25,0,27,0,58,0,13,0,0,0,46,0,11,0,15,0,71,0,14,0,1,0,58,0,17,0,23,0,55,0,13,0,0,-60,-25,-27,-58,-13,0,1500.0,1483.6946055005349,16.305394499465137,0,0,0,0,0,0,0,88,3.2,3.8,0.2,0.3
2018/19,2018-08-11,,Huddersfield,Chelsea,0,3,A,C Kavanagh,6,13,1,4,2,5,9,8,2,1,0,0,38,114,19,57,5,10,2,4,5,5,-2,0,4,1,5,9,6,7,-5,-2,-5,-3,44,67,11,19,21,18,43,49,8,5,0,0,57,44,18,18,32,9,39,52,2,5,0,0,72,53,12,15,36,15,49,53,9,6,0,0,-23,-8,3,-6,3,0,1447.7310705349496,1647.6735707452524,-199.9425002103028,2,1,4,2,4,-3,-2,16,2.2,3.9,0.2,0.5
2018/19,2018-08-11,,Newcastle,Tottenham,1,2,A,M Atkinson,15,15,2,5,3,5,11,12,2,2,0,0,76,114,38,57,3,10,4,5,9,6,-1,3,12,9,2,10,10,5,-7,-4,2,2,65,72,14,27,24,27,49,47,6,5,0,0,46,60,20,23,15,16,52,50,10,10,0,0,66,73,20,30,16,26,49,43,3,6,0,0,-7,-13,-3,2,1,0,1467.0742677177848,1694.9797851475607,-227.90551742977595,4,6,6,7,5,0,2,84,3.1,4.0,0.1,0.6
2018/19,2018-08-11,,Watford,Brighton,2,0,H,J Moss,19,6,5,0,8,2,10,16,2,2,0,0,114,38,57,19,4,5,2,5,3,8,-3,-5,8,6,5,1,3,12,-1,2,7,10,49,36,22,14,17,18,55,41,7,6,0,0,44,83,7,31,27,24,50,21,13,0,0,0,70,39,26,12,28,19,71,60,13,6,0,1,13,8,-1,14,1,0,1425.4165370270584,1475.1833837263275,-49.76684669926908,2,1,4,0,1,-3,-1,84,2.5,3.4,0.1,0.3
2018/19,2018-08-11,,Wolves,Everton,2,2,D,C Pawson,11,6,4,5,3,6,8,7,0,1,0,1,0,114,0,57,0,8,0,0,6,5,0,1,0,0,0,7,7,7,-8,-1,-7,0,0,51,0,19,0,19,0,56,0,6,0,0,0,61,0,20,0,26,0,52,0,7,0,1,0,60,0,28,0,25,0,56,0,4,0,1,-51,-19,-19,-56,-6,0,1500.0,1518.8325807029837,-18.832580702983705,0,0,0,0,0,0,0,76,2.9,3.1,0.0,0.8
2018/19,2018-08-12,,Arsenal,Man City,0,2,A,M Oliver,9,17,3,8,2,9,11,14,2,2,0,0,114,114,57,57,9,13,12,6,13,2,6,11,15,18,3,15,13,3,-4,-5,0,5,67,85,30,30,22,38,43,41,6,2,1,0,71,27,22,11,33,6,46,32,6,8,0,0,84,84,41,25,30,47,49,49,8,6,1,0,-18,0,-16,2,4,1,1595.414027200739,1761.7206763006852,-166.3066490999463,6,2,11,6,12,-9,-6,89,1.9,2.8,0.1,0.3
2018/19,2018-08-12,,Liverpool,West Ham,4,0,H,A Taylor,18,5,8,2,5,4,14,9,1,2,0,0,114,114,57,57,8,7,9,3,7,9,6,-2,13,14,0,4,6,13,1,8,9,21,81,52,28,14,28,16,33,45,5,5,0,0,38,82,13,30,20,35,53,55,6,7,0,0,89,43,33,15,37,22,31,50,3,10,0,0,29,14,12,-12,0,0,1661.338037273781,1487.50917793048,173.82885934330102,6,10,4,14,6,6,8,88,2.2,2.8,0.1,0.7
2018/19,2018-08-12,,Southampton,Burnley,0,0,D,G Scott,18,16,3,6,8,5,10,9,0,1,0,0,114,76,57,38,8,2,4,3,3,10,1,-7,4,4,7,10,8,8,6,8,-6,-3,52,49,24,19,19,26,57,40,13,3,1,0,58,65,18,22,41,21,52,58,6,4,0,0,56,47,26,21,28,21,46,40,14,9,0,0,3,5,-7,17,10,1,1464.368151152386,1497.6526279677885,-33.28447681540251,4,4,7,4,4,-3,0,32,3.2,2.8,0.1,0.7
2018/19,2018-08-18,,Cardiff,Newcastle,0,0,D,C Pawson,12,12,1,6,5,5,14,16,2,2,0,1,1,77,0,38,0,3,0,2,5,6,-2,-1,0,0,0,3,3,7,-3,-1,-3,4,10,71,1,14,4,21,9,49,1,7,0,0,12,52,4,24,7,16,11,54,1,10,0,0,0,47,0,12,0,23,0,53,0,8,0,0,-61,-13,-17,-40,-6,0,1492.4016678077435,1460.5979195563123,31.803748251431216,0,0,0,0,0,0,0,77,3.1,2.7,0.1,0.8
2018/19,2018-08-18,,Chelsea,Arsenal,3,2,H,M Atkinson,24,15,11,6,5,1,12,9,0,2,0,0,115,115,57,57,10,6,6,4,8,7,2,1,8,6,6,3,5,9,4,1,5,4,64,56,18,25,21,16,46,43,6,5,0,1,45,77,17,26,8,36,52,51,6,6,0,0,98,61,30,24,39,26,38,47,4,6,0,1,8,-7,5,3,1,-1,1654.8737959261666,1587.299648573791,67.57414735237558,6,8,5,6,6,3,0,85,3.2,4.1,0.1,0.6
2018/19,2018-08-18,,Everton,Southampton,2,1,H,L Mason,13,15,7,4,2,5,8,20,0,5,0,0,115,115,57,57,8,8,7,6,4,3,1,1,8,5,4,5,4,7,0,0,3,4,45,64,21,25,22,24,52,57,6,13,1,1,55,63,17,21,23,35,50,51,6,7,1,0,43,54,10,23,22,28,56,60,4,9,0,2,-19,-4,-2,-5,-7,0,1521.1271734294921,1462.4711823918803,58.655991037611784,6,5,8,6,7,-3,-1,59,3.2,2.8,0.1,0.6
2018/19,2018-08-18,,Leicester,Wolves,2,0,H,M Dean,6,11,2,3,1,9,10,8,2,1,1,0,115,1,57,0,3,1,8,15,2,2,-7,0,5,5,6,0,0,0,2,-7,5,-1,67,11,26,4,25,3,45,8,7,0,1,0,64,6,31,5,23,6,52,7,8,1,1,1,74,0,20,0,45,0,43,0,6,0,0,0,56,22,22,37,7,1,1493.618873344767,1497.7054072734916,-4.086533928724521,0,0,0,0,0,0,0,89,3.3,3.5,0.2,0.3
2018/19,2018-08-18,,Tottenham,Fulham,3,1,H,A Taylor,25,10,11,3,5,2,9,5,0,0,0,0,115,1,57,0,12,0,10,6,0,2,4,-2,12,11,7,0,0,0,12,6,12,4,71,15,26,6,28,5,54,9,7,1,0,0,67,10,20,9,16,5,55,11,11,2,0,0,61,0,26,0,27,0,47,0,8,0,0,0,56,20,23,45,6,0,1701.4561333090332,1486.7721418140666,214.68399149496668,0,0,0,0,0,0,0,89,2.5,2.8,0.1,0.7
2018/19,2018-08-18,,West Ham,Bournemouth,1,2,A,S Attwell,11,12,5,5,6,4,14,10,6,2,0,0,115,115,57,57,7,9,6,9,6,5,-3,1,8,8,6,5,6,9,-2,-4,3,5,46,68,12,23,14,42,45,50,5,6,0,0,80,61,30,18,32,27,58,53,5,11,0,0,59,57,18,22,22,26,51,42,3,3,0,0,-22,-11,-28,-5,-1,0,1484.0827344968586,1492.7030591982639,-8.620324701405252,6,8,5,10,8,3,2,29,3.1,3.3,0.0,0.5
2018/19,2018-08-19,,Brighton,Man United,3,2,H,K Friend,6,9,3,3,3,5,16,13,1,1,0,0,39,115,19,57,4,10,2,9,5,3,-7,2,8,5,5,10,8,5,-6,-9,-2,-3,34,64,9,19,17,29,51,44,7,7,0,0,86,48,30,16,28,16,26,43,2,5,0,0,60,67,22,25,25,28,48,40,9,8,1,0,-30,-10,-12,7,0,0,1466.619219049114,1676.0571488945066,-209.43792984539255,2,3,3,1,1,0,0,62,2.2,1.8,0.0,0.5
2018/19,2018-08-19,,Burnley,Watford,1,3,A,P Tierney,8,9,3,6,5,2,8,19,1,2,0,0,77,115,38,57,3,7,2,8,4,4,-6,0,7,6,6,0,0,12,-4,-6,7,12,60,64,23,25,28,19,40,57,3,7,0,0,67,41,20,6,27,20,57,57,4,13,0,0,56,39,21,15,27,21,46,42,4,3,0,0,-4,-2,9,-17,-4,0,1499.549596728294,1433.980701704272,65.56889502402214,4,9,3,6,3,6,3,30,2.4,1.8,0.0,0.5
2018/19,2018-08-19,,Man City,Huddersfield,6,1,H,A Marriner,32,5,14,1,10,3,9,4,0,2,0,0,115,39,57,19,13,2,10,2,1,7,8,-6,10,11,4,3,2,5,11,14,7,10,83,41,26,11,42,14,49,43,4,8,0,0,32,66,13,20,7,31,35,39,9,1,0,0,86,29,30,13,32,8,45,39,8,9,0,0,42,15,28,6,-4,0,1769.835054927633,1440.5308453540354,329.30420957359775,2,4,1,2,1,3,1,81,3.3,2.8,0.2,0.5
2018/19,2018-08-20,,Crystal Palace,Liverpool,0,2,A,M Oliver,8,16,2,6,6,7,6,13,1,1,1,0,115,115,57,57,13,8,11,1,10,3,10,7,9,13,7,5,5,6,5,3,4,7,55,79,26,29,27,26,57,38,12,5,0,0,49,37,14,14,14,19,64,53,13,7,1,0,57,59,29,19,24,26,49,45,9,6,0,0,-24,-3,1,19,7,0,1496.9224636864683,1664.7644807074025,-167.84201702093424,6,3,12,6,10,-9,-4,90,1.6,2.9,0.1,0.3
2018/19,2018-08-25,,Arsenal,West Ham,3,1,H,G Scott,17,13,10,5,10,2,16,13,1,3,0,0,116,116,58,58,6,7,9,8,6,7,1,-1,12,15,5,4,5,13,-1,2,8,18,63,53,28,16,17,20,45,54,6,11,1,0,84,73,34,28,32,29,51,57,6,6,0,0,82,41,37,13,28,24,48,52,8,10,1,0,10,12,-3,-9,-5,1,1581.7806228923469,1471.5116299863244,110.2689929060225,6,11,2,15,5,9,10,33,2.5,2.7,0.1,0.6
2018/19,2018-08-25,,Bournemouth,Everton,2,2,D,L Probert,17,11,5,3,6,2,12,10,0,3,1,1,116,116,58,58,12,8,8,4,8,7,4,1,10,7,5,8,8,7,4,3,2,1,67,49,26,27,38,20,51,50,5,4,0,1,59,61,19,19,28,22,59,59,16,10,0,1,75,56,21,29,40,27,44,51,8,4,0,1,18,-1,18,1,1,-1,1505.2741637087981,1526.8536850674975,-21.579521358699367,6,6,9,8,11,-3,-3,18,2.6,1.8,0.2,0.4
2018/19,2018-08-25,,Huddersfield,Cardiff,0,0,D,M Oliver,5,14,1,4,7,7,8,10,0,1,1,0,40,2,20,1,2,1,2,11,0,2,-9,-2,3,1,8,0,0,2,1,-7,3,-5,37,22,10,2,13,9,38,23,9,3,0,0,91,24,29,10,38,12,40,27,1,3,0,1,48,10,9,1,26,4,49,9,9,1,0,0,15,8,4,15,6,0,1438.9729113783997,1488.7801378412714,-49.80722646287177,0,0,0,0,0,0,0,91,1.3,2.8,0.2,0.2
2018/19,2018-08-25,,Liverpool,Brighton,1,0,H,C Kavanagh,22,6,8,2,8,5,8,14,1,1,0,0,116,40,58,20,10,6,10,1,5,11,9,-6,13,16,0,1,3,12,4,15,12,25,86,31,32,11,29,16,46,50,5,6,0,0,32,85,10,29,18,30,47,34,8,3,1,0,93,35,38,8,34,18,38,62,4,7,0,0,55,21,13,-4,-1,0,1672.8362749120768,1479.6688965728476,193.16737833922912,2,6,0,9,1,6,8,17,2.5,3.6,0.2,0.5
2018/19,2018-08-25,,Southampton,Leicester,1,2,A,J Moss,11,8,5,5,10,3,13,11,1,1,1,0,116,116,58,58,5,6,3,4,10,10,-1,0,5,4,5,3,8,14,-1,-1,2,5,65,67,23,27,24,24,65,46,13,8,1,1,62,60,21,25,29,24,48,49,6,8,0,1,68,56,25,24,33,20,51,53,13,9,0,2,-2,-4,0,19,5,0,1456.744670753875,1500.9263165669965,-44.18164581312158,6,5,8,4,5,-3,-1,85,2.3,3.6,0.1,0.3
2018/19,2018-08-25,,Wolves,Man City,1,1,D,M Atkinson,11,18,2,6,5,9,13,8,1,2,0,0,2,116,1,58,1,13,2,4,12,2,-2,10,1,2,2,15,13,3,-12,-12,-14,-10,22,96,7,33,12,45,16,47,1,3,0,0,12,33,7,13,7,10,17,34,3,11,2,0,11,84,4,27,3,46,8,55,0,8,0,0,-74,-26,-33,-31,-2,0,1490.397964051262,1771.3929889032688,-280.99502485200674,0,0,0,0,0,0,0,86,3.4,3.9,0.1,0.6
2018/19,2018-08-26,,Fulham,Burnley,4,2,H,D Coote,25,12,12,2,6,4,11,8,2,1,0,0,2,78,1,39,0,2,1,5,2,10,-4,-8,0,0,2,8,5,8,-2,4,-8,1,25,52,9,19,7,25,14,43,1,3,0,0,35,68,20,23,10,26,20,61,2,4,0,0,15,56,6,23,5,25,9,42,1,8,0,0,-27,-10,-18,-29,-2,0,1483.962922636754,1485.1148684693835,-1.151945832629508,0,0,0,0,0,0,0,1,1.0,4.0,0.0,0.0
2018/19,2018-08-26,,Newcastle,Chelsea,1,2,A,P Tierney,6,15,2,3,4,5,16,8,3,1,0,0,78,116,39,58,4,10,5,5,8,6,0,2,9,7,4,12,9,6,-6,-2,-3,0,66,77,18,26,21,24,57,49,8,5,1,0,55,50,23,20,20,8,55,48,9,7,0,0,74,63,17,19,17,18,50,52,5,6,0,0,-11,-8,-3,8,3,1,1464.2194495227843,1660.3928216076108,-196.1733720848265,4,4,7,7,10,-3,-3,31,2.7,2.1,0.0,0.4
2018/19,2018-08-26,,Watford,Crystal Palace,2,1,H,A Taylor,13,9,5,3,6,3,14,11,4,2,0,0,116,116,58,58,9,12,7,5,11,3,2,8,8,7,5,11,8,3,-3,-6,-3,-3,59,57,27,27,17,30,59,50,6,8,0,1,43,51,8,16,22,17,52,60,9,11,0,1,74,59,27,24,32,25,70,57,13,13,0,0,2,0,-13,9,-2,-1,1448.4154299631825,1488.850669481794,-40.435239518611525,6,5,8,4,5,-3,-1,90,2.8,2.4,0.1,0.7
2018/19,2018-08-27,,Man United,Tottenham,0,3,A,C Pawson,23,9,5,5,5,2,11,16,2,4,0,0,116,116,58,58,7,12,5,5,11,7,0,4,12,7,3,10,8,5,-5,-4,2,1,56,83,19,34,25,29,45,52,8,6,0,0,46,64,16,18,19,18,52,50,5,11,0,0,57,76,19,27,24,26,42,48,7,7,0,0,-27,-15,-4,-7,2,0,1663.007471370773,1704.2653524863458,-41.2578811155729,6,6,9,3,7,-3,-4,78,3.1,2.5,0.2,0.8
2018/19,2018-09-01,,Brighton,Fulham,2,2,D,L Probert,15,10,5,5,7,1,12,14,3,3,0,0,41,3,20,1,3,3,4,12,5,7,-8,-2,8,6,6,0,1,3,0,-6,8,2,26,50,9,21,16,13,59,25,5,3,0,0,91,47,34,22,32,14,39,28,4,3,0,0,53,10,19,3,22,2,51,5,7,0,1,0,-24,-12,3,34,2,0,1476.5470807602298,1491.1922047807648,-14.645124020534922,0,0,0,0,0,0,0,19,2.6,1.6,0.3,0.3
2018/19,2018-09-01,,Chelsea,Bournemouth,2,0,H,L Mason,24,8,6,1,7,6,10,7,2,2,0,0,117,117,58,58,10,13,9,7,9,4,2,5,8,7,7,7,7,9,-3,-3,1,2,80,70,25,24,26,36,45,52,3,4,0,1,46,56,17,16,11,25,55,57,8,14,0,1,95,61,30,24,32,29,42,45,3,4,0,0,10,1,-10,-7,-1,-1,1667.6933278721515,1503.0546060472523,164.63872182489922,6,12,3,11,5,9,6,60,3.2,3.0,0.0,0.6
2018/19,2018-09-01,,Crystal Palace,Southampton,0,2,A,M Atkinson,20,19,6,6,7,4,11,12,1,1,0,0,117,117,58,58,9,4,7,5,3,5,2,-2,9,11,6,5,5,6,5,4,4,6,51,65,21,23,25,30,50,66,9,10,1,1,58,61,20,23,21,29,65,45,14,5,0,0,55,60,27,27,27,24,45,64,9,11,1,2,-14,-2,-5,-16,-1,0,1480.5484795522273,1445.1517706523127,35.39670889991453,6,6,9,7,9,-3,-2,87,3.1,3.9,0.1,0.5
2018/19,2018-09-01,,Everton,Huddersfield,1,1,D,S Attwell,11,9,1,6,4,3,13,14,3,3,0,0,117,41,58,20,6,2,8,9,2,11,-1,-9,8,5,5,3,3,9,4,8,5,6,53,37,25,8,19,19,52,42,7,6,2,1,69,90,22,31,24,35,62,41,9,2,2,0,43,31,14,11,14,10,54,35,4,10,0,0,16,17,0,10,1,1,1529.0732427290434,1437.5382143369668,91.53502839207658,2,6,0,4,0,6,4,30,3.2,4.1,0.0,0.4
2018/19,2018-09-01,,Leicester,Liverpool,1,2,A,P Tierney,12,10,5,4,4,4,9,12,3,2,0,0,117,117,58,58,9,12,12,9,11,1,3,10,7,6,5,8,6,4,-3,-7,-1,-1,62,88,30,38,19,28,49,47,8,5,1,0,58,33,27,11,31,21,53,47,7,7,2,1,57,61,18,23,33,20,42,42,6,6,1,0,-26,-8,-9,2,3,1,1512.5192166685588,1675.9580907246946,-163.43887405613577,6,6,9,9,10,-3,-1,32,3.0,2.2,0.0,0.4
2018/19,2018-09-01,,Man City,Newcastle,2,1,H,K Friend,24,3,8,2,4,0,5,13,0,0,0,0,117,79,58,39,13,4,13,3,5,5,10,0,10,16,5,4,3,5,9,10,6,13,99,63,37,19,44,20,46,62,5,10,0,1,39,59,12,18,14,23,43,54,9,8,0,0,105,52,41,16,37,25,46,60,6,10,0,1,36,18,24,-16,-5,-1,1766.608694239094,1456.9189432582436,309.68975098085025,4,10,1,11,3,9,8,63,2.5,1.5,0.0,0.6
2018/19,2018-09-01,,West Ham,Wolves,0,1,A,C Kavanagh,13,15,3,6,4,4,10,11,2,1,0,0,117,3,58,1,4,2,5,10,3,5,-5,-2,5,6,8,0,0,2,2,-3,5,0,53,33,18,9,19,17,58,29,12,2,0,0,77,30,36,13,31,16,65,25,6,5,0,2,57,11,18,3,23,9,56,8,9,1,0,0,20,9,2,29,10,0,1466.9190442107572,1495.182258715437,-28.26321450467981,0,0,0,0,0,0,0,18,2.3,3.2,0.2,0.5
2018/19,2018-09-02,,Burnley,Man United,0,2,A,J Moss,9,21,2,9,2,5,7,13,2,3,0,1,79,117,39,58,1,7,4,14,5,7,-10,-2,4,5,8,7,7,6,-6,-8,-3,-4,54,63,17,21,26,24,46,53,4,10,0,0,84,44,34,17,28,16,55,63,4,7,0,0,43,59,16,20,22,26,45,45,4,6,0,0,-9,-4,2,-7,-6,0,1477.8855863253727,1651.3326655147714,-173.44707918939866,4,2,8,2,5,-6,-3,86,2.3,3.6,0.2,0.3
2018/19,2018-09-02,,Cardiff,Arsenal,2,3,A,A Taylor,14,17,3,11,3,9,12,14,3,4,0,0,3,117,1,58,2,6,0,2,7,9,-2,-2,1,0,0,3,6,10,-4,0,-2,4,36,64,6,30,16,23,33,55,4,7,0,1,29,91,11,37,19,29,35,57,3,8,2,0,12,61,1,23,5,16,14,44,2,5,0,1,-28,-24,-7,-22,-3,-1,1490.2148348827043,1586.373208667914,-96.15837378520973,0,0,0,0,0,0,0,91,3.1,2.9,0.1,0.8
2018/19,2018-09-02,,Watford,Tottenham,2,1,H,A Marriner,7,11,3,2,3,10,9,8,2,1,0,0,117,117,59,59,12,15,9,4,14,6,5,8,10,7,4,10,8,4,-3,-3,0,-1,59,74,27,34,23,22,63,56,10,9,0,0,39,78,8,22,21,18,52,48,10,9,0,0,71,73,27,25,31,23,68,53,13,10,0,0,-15,-7,1,7,1,0,1456.7176198927493,1715.9401583423473,-259.222538449598,6,1,13,2,12,-12,-10,82,3.7,2.8,0.2,0.6
2018/19,2018-09-15,,Bournemouth,Leicester,4,2,H,C Pawson,10,14,5,8,4,6,13,15,3,2,0,1,118,118,59,59,10,6,8,6,10,10,2,0,8,7,6,3,8,15,4,2,5,8,65,55,20,25,31,17,49,51,5,9,1,1,68,54,19,24,26,29,57,53,12,7,1,1,75,58,21,25,43,22,50,51,7,6,1,1,10,-5,14,-2,-4,0,1499.4753279591737,1504.3251093690583,-4.849781409884599,6,7,4,3,2,3,1,79,3.0,2.9,0.2,0.7
2018/19,2018-09-15,,Chelsea,Cardiff,4,1,H,J Moss,18,6,7,2,5,4,8,10,0,0,0,0,118,4,59,2,12,2,10,6,2,5,4,-3,11,8,4,1,0,2,10,7,10,6,82,50,26,9,24,19,48,45,5,7,0,0,51,46,16,22,17,28,52,49,9,7,0,2,105,24,32,5,34,11,48,19,5,2,0,0,32,17,5,3,-2,0,1671.27260596023,1480.1042684978995,191.16833746233056,0,0,0,0,0,0,0,87,2.3,4.0,0.3,0.3
2018/19,2018-09-15,,Huddersfield,Crystal Palace,0,1,A,L Mason,15,7,2,2,5,3,11,17,1,2,0,0,42,118,21,59,2,6,2,11,5,6,-9,-1,4,1,6,8,7,5,-4,-8,-4,-7,43,58,12,25,22,25,46,49,8,8,1,1,79,70,27,24,30,24,47,59,5,10,0,0,47,51,8,21,29,21,46,56,6,13,1,0,-15,-13,-3,-3,0,0,1442.55301955616,1466.837437498371,-24.284417942210894,2,3,3,3,2,0,1,61,2.9,3.2,0.0,0.7
2018/19,2018-09-15,,Man City,Fulham,3,0,H,S Attwell,28,9,9,3,10,4,7,7,0,0,0,0,118,4,59,2,13,4,12,3,7,9,9,-2,13,16,3,1,3,5,9,11,12,15,104,60,38,26,44,14,46,39,5,6,0,0,36,62,11,27,11,21,49,40,8,6,0,0,109,20,43,8,33,3,34,19,0,3,0,0,44,12,30,7,-1,0,1768.3367595663606,1493.6006559917096,274.736103574651,0,0,0,0,0,0,0,31,3.3,4.4,0.0,0.3
2018/19,2018-09-15,,Newcastle,Arsenal,1,2,A,L Probert,4,12,2,2,10,4,13,11,0,0,0,0,80,118,40,59,4,9,6,6,9,8,0,1,6,7,6,6,8,10,-5,-1,0,3,52,67,18,34,16,26,67,57,7,9,1,0,72,86,19,30,21,26,49,62,6,9,0,0,62,63,16,31,18,20,57,49,7,9,0,1,-15,-16,-10,10,-2,1,1455.190877930977,1596.4837750527188,-141.29289712174182,4,3,9,2,4,-6,-2,20,2.6,2.2,0.3,0.3
2018/19,2018-09-15,,Tottenham,Liverpool,1,2,A,M Oliver,11,17,3,10,5,4,17,16,0,0,0,0,118,118,58,59,12,15,14,8,13,1,6,12,12,12,8,8,6,4,-3,-6,4,2,74,88,29,37,26,31,54,50,8,5,0,0,71,33,22,12,17,22,49,44,8,7,0,1,71,55,30,21,24,18,50,46,7,6,0,0,-14,-8,-5,4,3,0,1701.653350744367,1684.152198024195,17.50115272017183,6,6,6,8,7,0,1,92,1.1,2.5,0.3,0.2
2018/19,2018-09-15,,Watford,Man United,1,2,A,M Dean,14,9,5,6,6,8,9,11,2,1,0,1,118,118,60,59,12,9,9,4,7,7,5,0,13,8,3,7,6,4,3,5,6,3,55,68,22,24,24,23,63,54,10,12,0,1,41,44,9,17,26,17,49,58,10,8,0,0,64,75,25,25,23,27,59,49,13,6,0,1,-13,-2,1,9,-2,-1,1471.0044274907298,1659.2496262253146,-188.24519873458485,6,3,12,5,9,-9,-4,90,3.3,3.4,0.3,0.4
2018/19,2018-09-16,,Everton,West Ham,1,3,A,M Atkinson,16,9,4,4,4,2,15,12,2,5,0,0,118,118,59,59,6,3,8,9,5,11,-1,-6,9,5,3,4,5,12,3,5,5,9,55,57,23,19,20,22,51,56,8,13,2,0,67,76,23,36,23,29,64,64,8,6,1,0,48,47,13,16,16,21,57,51,7,10,0,0,-2,4,-2,-5,-5,2,1524.0584375098501,1454.8831431345234,69.17529437532676,6,7,7,9,6,0,3,88,3.0,3.8,0.1,0.4
2018/19,2018-09-16,,Wolves,Burnley,1,0,H,A Marriner,30,7,7,2,8,2,10,9,2,4,0,0,4,80,2,40,5,1,4,5,4,11,-1,-7,2,3,3,5,5,11,4,6,-3,6,48,57,15,17,21,23,40,46,3,5,0,0,43,89,16,35,20,29,35,62,7,7,2,1,22,57,6,21,8,23,21,41,1,6,0,0,-9,-2,-2,-6,-2,0,1507.2181597916708,1469.9686256148295,37.24953417684128,0,0,0,0,0,0,0,83,3.7,2.9,0.2,0.6
2018/19,2018-09-17,,Southampton,Brighton,2,2,D,A Taylor,14,12,5,4,1,4,10,13,2,3,0,0,118,42,59,21,4,4,4,5,5,11,-1,-6,4,5,7,1,1,10,0,5,3,7,71,35,21,11,28,20,63,64,10,7,1,0,70,82,26,32,29,29,49,48,4,7,0,0,61,29,24,7,28,17,56,60,14,6,1,0,36,10,8,-1,3,1,1458.862812706169,1474.138629549285,-15.27581684311599,2,2,2,2,2,0,0,92,3.3,3.3,0.1,0.7
2018/19,2018-09-22,,Brighton,Tottenham,1,2,A,C Kavanagh,8,16,4,7,5,7,15,9,2,1,0,0,43,119,21,60,5,9,7,9,10,6,-2,4,9,8,6,7,7,5,-4,-6,2,0,45,71,14,26,21,27,71,62,10,7,0,0,74,72,26,23,23,17,55,52,9,6,0,0,53,69,21,23,23,30,52,53,8,8,1,0,-26,-12,-6,9,3,0,1476.5299734790485,1688.3946961026181,-211.8647226235696,2,1,4,1,3,-3,-2,19,2.3,3.1,0.2,0.5
2018/19,2018-09-22,,Burnley,Bournemouth,4,0,H,A Taylor,12,19,5,5,3,8,17,6,2,0,0,0,81,119,40,59,1,10,3,10,10,7,-7,3,1,3,9,6,5,9,-9,-10,-5,-2,52,59,15,20,18,27,41,53,9,8,0,1,103,70,37,23,29,25,63,58,9,14,1,2,44,56,15,19,20,31,43,46,4,6,0,0,-7,-5,-9,-12,1,-1,1463.725560681932,1506.8031585844503,-43.07759790251839,4,6,6,7,7,0,0,93,3.2,3.7,0.1,0.6
